step,run_id,timestamp,name,num_citizens="100",num_corporate_media="3",num_influencers="5",num_government="1",network_type="small_world",citizen_truth_seeking_mean="0",citizen_truth_seeking_std="2.5",citizen_confirmation_bias_min="3",citizen_confirmation_bias_max="8",citizen_critical_thinking_min="3",citizen_critical_thinking_max="8",citizen_social_conformity_min="3",citizen_social_conformity_max="8",citizen_initial_trust_in_corporate="5",citizen_initial_trust_in_influencers="5",citizen_initial_trust_in_government="5",media_corporate_bias_range="[-3; 3]",media_influencer_bias_range="[-4; 4]",media_government_bias="1",media_truth_commitment_corporate="6",media_truth_commitment_influencer="4",media_truth_commitment_government="5",media_corporate_publication_rate="1.0",media_corporate_influence_reach="0.7",media_influencer_publication_rate="1.0",media_influencer_influence_reach="0.5",media_government_publication_rate="1.0",media_government_influence_reach="0.6",network_small_world_k="4",network_small_world_p="0.1",network_scale_free_m="3",network_random_p="0.1",avg_trust_corporate,avg_trust_government,avg_trust_influencer,avg_truth_assessment,current_step,max_trust_corporate,max_trust_government,min_trust_corporate,min_trust_government,trust_govt_25pct,trust_govt_75pct,trust_var_corporate,trust_var_government,trust_var_influencer,truth_assessment_var
36,0a060d40,2025-04-23 05:52:30,,"100","3","5","1","small_world","0","2.5","3","8","3","8","3","8","5","5","5","[-3; 3]","[-4; 4]","1","6","4","5","1.0","0.7","1.0","0.5","1.0","0.6","4","0.1","3","0.1",5.542144535400524,5.095915912397829,4.282012768000006,0.5119228388517097,36.0,6.482294957815309,5.289412237350012,5.0,5.0,5.0,5.224796344785851,0.35389712641436427,0.01363376126030381,0.3888813881491322,0.008847287585260441
37,0a060d40,2025-04-23 05:52:30,,"100","3","5","1","small_world","0","2.5","3","8","3","8","3","8","5","5","5","[-3; 3]","[-4; 4]","1","6","4","5","1.0","0.7","1.0","0.5","1.0","0.6","4","0.1","3","0.1",5.542144535400524,5.095915912397829,4.282012768000006,0.5120884651601479,37.0,6.482294957815309,5.289412237350012,5.0,5.0,5.0,5.224796344785851,0.35389712641436427,0.01363376126030381,0.3888813881491322,0.008710446799421748
38,0a060d40,2025-04-23 05:52:30,,"100","3","5","1","small_world","0","2.5","3","8","3","8","3","8","5","5","5","[-3; 3]","[-4; 4]","1","6","4","5","1.0","0.7","1.0","0.5","1.0","0.6","4","0.1","3","0.1",5.542144535400524,5.095915912397829,4.282012768000006,0.5122437289000316,38.0,6.482294957815309,5.289412237350012,5.0,5.0,5.0,5.224796344785851,0.35389712641436427,0.01363376126030381,0.3888813881491322,0.008578018748693843
39,0a060d40,2025-04-23 05:52:30,,"100","3","5","1","small_world","0","2.5","3","8","3","8","3","8","5","5","5","[-3; 3]","[-4; 4]","1","6","4","5","1.0","0.7","1.0","0.5","1.0","0.6","4","0.1","3","0.1",5.542144535400524,5.095915912397829,4.282012768000006,0.51238982192615,39.0,6.482294957815309,5.289412237350012,5.0,5.0,5.0,5.224796344785851,0.35389712641436427,0.01363376126030381,0.3888813881491322,0.008449595806295375
40,0a060d40,2025-04-23 05:52:30,,"100","3","5","1","small_world","0","2.5","3","8","3","8","3","8","5","5","5","[-3; 3]","[-4; 4]","1","6","4","5","1.0","0.7","1.0","0.5","1.0","0.6","4","0.1","3","0.1",5.542144535400524,5.095915912397829,4.282012768000006,0.5125277507962666,40.0,6.482294957815309,5.289412237350012,5.0,5.0,5.0,5.224796344785851,0.35389712641436427,0.01363376126030381,0.3888813881491322,0.008324862635110751
41,0a060d40,2025-04-23 05:52:30,,"100","3","5","1","small_world","0","2.5","3","8","3","8","3","8","5","5","5","[-3; 3]","[-4; 4]","1","6","4","5","1.0","0.7","1.0","0.5","1.0","0.6","4","0.1","3","0.1",5.542144535400524,5.095915912397829,4.282012768000006,0.5126583685380238,41.0,6.482294957815309,5.289412237350012,5.0,5.0,5.0,5.224796344785851,0.35389712641436427,0.01363376126030381,0.3888813881491322,0.008203568677987681
42,0a060d40,2025-04-23 05:52:30,,"100","3","5","1","small_world","0","2.5","3","8","3","8","3","8","5","5","5","[-3; 3]","[-4; 4]","1","6","4","5","1.0","0.7","1.0","0.5","1.0","0.6","4","0.1","3","0.1",5.542144535400524,5.095915912397829,4.282012768000006,0.5127824008274077,42.0,6.482294957815309,5.289412237350012,5.0,5.0,5.0,5.224796344785851,0.35389712641436427,0.01363376126030381,0.3888813881491322,0.008085509192808017
43,0a060d40,2025-04-23 05:52:30,,"100","3","5","1","small_world","0","2.5","3","8","3","8","3","8","5","5","5","[-3; 3]","[-4; 4]","1","6","4","5","1.0","0.7","1.0","0.5","1.0","0.6","4","0.1","3","0.1",5.542144535400524,5.095915912397829,4.282012768000006,0.512900467569361,43.0,6.482294957815309,5.289412237350012,5.0,5.0,5.0,5.224796344785851,0.35389712641436427,0.01363376126030381,0.3888813881491322,0.007970512178991982
44,0a060d40,2025-04-23 05:52:30,,"100","3","5","1","small_world","0","2.5","3","8","3","8","3","8","5","5","5","[-3; 3]","[-4; 4]","1","6","4","5","1.0","0.7","1.0","0.5","1.0","0.6","4","0.1","3","0.1",5.542144535400524,5.095915912397829,4.282012768000006,0.5130131006947904,44.0,6.482294957815309,5.289412237350012,5.0,5.0,5.0,5.224796344785851,0.35389712641436427,0.01363376126030381,0.3888813881491322,0.007858429362727378
45,0a060d40,2025-04-23 05:52:30,,"100","3","5","1","small_world","0","2.5","3","8","3","8","3","8","5","5","5","[-3; 3]","[-4; 4]","1","6","4","5","1.0","0.7","1.0","0.5","1.0","0.6","4","0.1","3","0.1",5.542144535400524,5.095915912397829,4.282012768000006,0.5131207588433854,45.0,6.482294957815309,5.289412237350012,5.0,5.0,5.0,5.224796344785851,0.35389712641436427,0.01363376126030381,0.3888813881491322,0.007749129975539964
46,0a060d40,2025-04-23 05:52:30,,"100","3","5","1","small_world","0","2.5","3","8","3","8","3","8","5","5","5","[-3; 3]","[-4; 4]","1","6","4","5","1.0","0.7","1.0","0.5","1.0","0.6","4","0.1","3","0.1",5.542144535400524,5.095915912397829,4.272177592639864,0.5129093733021576,46.0,6.482294957815309,5.289412237350012,5.0,5.0,5.0,5.224796344785851,0.35389712641436427,0.01363376126030381,0.3843346642451157,0.007623231460728007
47,0a060d40,2025-04-23 05:52:30,,"100","3","5","1","small_world","0","2.5","3","8","3","8","3","8","5","5","5","[-3; 3]","[-4; 4]","1","6","4","5","1.0","0.7","1.0","0.5","1.0","0.6","4","0.1","3","0.1",5.542144535400524,5.095915912397829,4.259566530702735,0.5126185532151952,47.0,6.482294957815309,5.289412237350012,5.0,5.0,5.0,5.224796344785851,0.35389712641436427,0.01363376126030381,0.3817222867632465,0.007481676501368702
48,0a060d40,2025-04-23 05:52:30,,"100","3","5","1","small_world","0","2.5","3","8","3","8","3","8","5","5","5","[-3; 3]","[-4; 4]","1","6","4","5","1.0","0.7","1.0","0.5","1.0","0.6","4","0.1","3","0.1",5.542144535400524,5.095915912397829,4.259566530702735,0.5126726874530122,48.0,6.482294957815309,5.289412237350012,5.0,5.0,5.0,5.224796344785851,0.35389712641436427,0.01363376126030381,0.3817222867632465,0.0073742115498834195
49,0a060d40,2025-04-23 05:52:30,,"100","3","5","1","small_world","0","2.5","3","8","3","8","3","8","5","5","5","[-3; 3]","[-4; 4]","1","6","4","5","1.0","0.7","1.0","0.5","1.0","0.6","4","0.1","3","0.1",5.542144535400524,5.095915912397829,4.259566530702735,0.512732040768564,49.0,6.482294957815309,5.289412237350012,5.0,5.0,5.0,5.224796344785851,0.35389712641436427,0.01363376126030381,0.3817222867632465,0.007270886294839923
50,0a060d40,2025-04-23 05:52:30,,"100","3","5","1","small_world","0","2.5","3","8","3","8","3","8","5","5","5","[-3; 3]","[-4; 4]","1","6","4","5","1.0","0.7","1.0","0.5","1.0","0.6","4","0.1","3","0.1",5.542144535400524,5.095915912397829,4.259566530702735,0.5127951091472568,50.0,6.482294957815309,5.289412237350012,5.0,5.0,5.0,5.224796344785851,0.35389712641436427,0.01363376126030381,0.3817222867632465,0.007171166259244023
51,0a060d40,2025-04-23 05:52:30,,"100","3","5","1","small_world","0","2.5","3","8","3","8","3","8","5","5","5","[-3; 3]","[-4; 4]","1","6","4","5","1.0","0.7","1.0","0.5","1.0","0.6","4","0.1","3","0.1",5.542144535400524,5.095915912397829,4.259566530702735,0.5128606905473204,51.0,6.482294957815309,5.289412237350012,5.0,5.0,5.0,5.224796344785851,0.35389712641436427,0.01363376126030381,0.3817222867632465,0.007074639100119432
52,0a060d40,2025-04-23 05:52:30,,"100","3","5","1","small_world","0","2.5","3","8","3","8","3","8","5","5","5","[-3; 3]","[-4; 4]","1","6","4","5","1.0","0.7","1.0","0.5","1.0","0.6","4","0.1","3","0.1",5.542144535400524,5.095915912397829,4.259566530702735,0.51292782809316,52.0,6.482294957815309,5.289412237350012,5.0,5.0,5.0,5.224796344785851,0.35389712641436427,0.01363376126030381,0.3817222867632465,0.0069809809219947136
53,0a060d40,2025-04-23 05:52:30,,"100","3","5","1","small_world","0","2.5","3","8","3","8","3","8","5","5","5","[-3; 3]","[-4; 4]","1","6","4","5","1.0","0.7","1.0","0.5","1.0","0.6","4","0.1","3","0.1",5.542144535400524,5.095915912397829,4.259566530702735,0.5129957637945036,53.0,6.482294957815309,5.289412237350012,5.0,5.0,5.0,5.224796344785851,0.35389712641436427,0.01363376126030381,0.3817222867632465,0.006889932778252384
54,0a060d40,2025-04-23 05:52:30,,"100","3","5","1","small_world","0","2.5","3","8","3","8","3","8","5","5","5","[-3; 3]","[-4; 4]","1","6","4","5","1.0","0.7","1.0","0.5","1.0","0.6","4","0.1","3","0.1",5.542144535400524,5.095915912397829,4.259566530702735,0.5130639008441842,54.0,6.482294957815309,5.289412237350012,5.0,5.0,5.0,5.224796344785851,0.35389712641436427,0.01363376126030381,0.3817222867632465,0.006801284102455215
55,0a060d40,2025-04-23 05:52:30,,"100","3","5","1","small_world","0","2.5","3","8","3","8","3","8","5","5","5","[-3; 3]","[-4; 4]","1","6","4","5","1.0","0.7","1.0","0.5","1.0","0.6","4","0.1","3","0.1",5.542144535400524,5.095915912397829,4.259566530702735,0.5131317729086389,55.0,6.482294957815309,5.289412237350012,5.0,5.0,5.0,5.224796344785851,0.35389712641436427,0.01363376126030381,0.3817222867632465,0.00671486088994984
56,0a060d40,2025-04-23 05:52:30,,"100","3","5","1","small_world","0","2.5","3","8","3","8","3","8","5","5","5","[-3; 3]","[-4; 4]","1","6","4","5","1.0","0.7","1.0","0.5","1.0","0.6","4","0.1","3","0.1",5.542144535400524,5.095915912397829,4.259566530702735,0.5131990191191249,56.0,6.482294957815309,5.289412237350012,5.0,5.0,5.0,5.224796344785851,0.35389712641436427,0.01363376126030381,0.3817222867632465,0.006630517163895979
57,0a060d40,2025-04-23 05:52:30,,"100","3","5","1","small_world","0","2.5","3","8","3","8","3","8","5","5","5","[-3; 3]","[-4; 4]","1","6","4","5","1.0","0.7","1.0","0.5","1.0","0.6","4","0.1","3","0.1",5.542144535400524,5.095915912397829,4.259566530702735,0.5132653637108444,57.0,6.482294957815309,5.289412237350012,5.0,5.0,5.0,5.224796344785851,0.35389712641436427,0.01363376126030381,0.3817222867632465,0.006548128734070941
58,0a060d40,2025-04-23 05:52:30,,"100","3","5","1","small_world","0","2.5","3","8","3","8","3","8","5","5","5","[-3; 3]","[-4; 4]","1","6","4","5","1.0","0.7","1.0","0.5","1.0","0.6","4","0.1","3","0.1",5.542144535400524,5.095915912397829,4.246089708047644,0.512986592382984,58.0,6.482294957815309,5.289412237350012,5.0,5.0,5.0,5.224796344785851,0.35389712641436427,0.01363376126030381,0.3797457557948207,0.006440112962259926
59,0a060d40,2025-04-23 05:52:30,,"100","3","5","1","small_world","0","2.5","3","8","3","8","3","8","5","5","5","[-3; 3]","[-4; 4]","1","6","4","5","1.0","0.7","1.0","0.5","1.0","0.6","4","0.1","3","0.1",5.542144535400524,5.095915912397829,4.246089708047644,0.5130648844306287,59.0,6.482294957815309,5.289412237350012,5.0,5.0,5.0,5.224796344785851,0.35389712641436427,0.01363376126030381,0.3797457557948207,0.0063601022513822755
60,0a060d40,2025-04-23 05:52:30,,"100","3","5","1","small_world","0","2.5","3","8","3","8","3","8","5","5","5","[-3; 3]","[-4; 4]","1","6","4","5","1.0","0.7","1.0","0.5","1.0","0.6","4","0.1","3","0.1",5.542144535400524,5.095915912397829,4.246089708047644,0.5131397006251324,60.0,6.482294957815309,5.289412237350012,5.0,5.0,5.0,5.224796344785851,0.35389712641436427,0.01363376126030381,0.3797457557948207,0.00628236864116887
61,0a060d40,2025-04-23 05:52:30,,"100","3","5","1","small_world","0","2.5","3","8","3","8","3","8","5","5","5","[-3; 3]","[-4; 4]","1","6","4","5","1.0","0.7","1.0","0.5","1.0","0.6","4","0.1","3","0.1",5.542144535400524,5.095915912397829,4.246089708047644,0.5132112772704511,61.0,6.482294957815309,5.289412237350012,5.0,5.0,5.0,5.224796344785851,0.35389712641436427,0.01363376126030381,0.3797457557948207,0.0062066145344126114
62,0a060d40,2025-04-23 05:52:30,,"100","3","5","1","small_world","0","2.5","3","8","3","8","3","8","5","5","5","[-3; 3]","[-4; 4]","1","6","4","5","1.0","0.7","1.0","0.5","1.0","0.6","4","0.1","3","0.1",5.542144535400524,5.095915912397829,4.246089708047644,0.5132798345350297,62.0,6.482294957815309,5.289412237350012,5.0,5.0,5.0,5.224796344785851,0.35389712641436427,0.01363376126030381,0.3797457557948207,0.0061326279711886615
63,0a060d40,2025-04-23 05:52:30,,"100","3","5","1","small_world","0","2.5","3","8","3","8","3","8","5","5","5","[-3; 3]","[-4; 4]","1","6","4","5","1.0","0.7","1.0","0.5","1.0","0.6","4","0.1","3","0.1",5.542144535400524,5.095915912397829,4.246089708047644,0.513345576655825,63.0,6.482294957815309,5.289412237350012,5.0,5.0,5.0,5.224796344785851,0.35389712641436427,0.01363376126030381,0.3797457557948207,0.006060254730476572
64,0a060d40,2025-04-23 05:52:30,,"100","3","5","1","small_world","0","2.5","3","8","3","8","3","8","5","5","5","[-3; 3]","[-4; 4]","1","6","4","5","1.0","0.7","1.0","0.5","1.0","0.6","4","0.1","3","0.1",5.542144535400524,5.097880089621132,4.246089708047644,0.5133170040025697,64.0,6.482294957815309,5.289412237350012,5.0,5.0,5.0,5.224796344785851,0.35389712641436427,0.013638910783625186,0.3797457557948207,0.005980956286679916
65,0a060d40,2025-04-23 05:52:30,,"100","3","5","1","small_world","0","2.5","3","8","3","8","3","8","5","5","5","[-3; 3]","[-4; 4]","1","6","4","5","1.0","0.7","1.0","0.5","1.0","0.6","4","0.1","3","0.1",5.542144535400524,5.097880089621132,4.246089708047644,0.5133832466538941,65.0,6.482294957815309,5.289412237350012,5.0,5.0,5.0,5.224796344785851,0.35389712641436427,0.013638910783625186,0.3797457557948207,0.005911892703110204
66,0a060d40,2025-04-23 05:52:30,,"100","3","5","1","small_world","0","2.5","3","8","3","8","3","8","5","5","5","[-3; 3]","[-4; 4]","1","6","4","5","1.0","0.7","1.0","0.5","1.0","0.6","4","0.1","3","0.1",5.542144535400524,5.097880089621132,4.246089708047644,0.5134464104075595,66.0,6.482294957815309,5.289412237350012,5.0,5.0,5.0,5.224796344785851,0.35389712641436427,0.013638910783625186,0.3797457557948207,0.005844115602602177
67,0a060d40,2025-04-23 05:52:30,,"100","3","5","1","small_world","0","2.5","3","8","3","8","3","8","5","5","5","[-3; 3]","[-4; 4]","1","6","4","5","1.0","0.7","1.0","0.5","1.0","0.6","4","0.1","3","0.1",5.542144535400524,5.097880089621132,4.246089708047644,0.5135067639407448,67.0,6.482294957815309,5.289412237350012,5.0,5.0,5.0,5.224796344785851,0.35389712641436427,0.013638910783625186,0.3797457557948207,0.005777577971338415
68,0a060d40,2025-04-23 05:52:30,,"100","3","5","1","small_world","0","2.5","3","8","3","8","3","8","5","5","5","[-3; 3]","[-4; 4]","1","6","4","5","1.0","0.7","1.0","0.5","1.0","0.6","4","0.1","3","0.1",5.542144535400524,5.097880089621132,4.246089708047644,0.5135645445286794,68.0,6.482294957815309,5.289412237350012,5.0,5.0,5.0,5.224796344785851,0.35389712641436427,0.013638910783625186,0.3797457557948207,0.005712238699870507
69,0a060d40,2025-04-23 05:52:30,,"100","3","5","1","small_world","0","2.5","3","8","3","8","3","8","5","5","5","[-3; 3]","[-4; 4]","1","6","4","5","1.0","0.7","1.0","0.5","1.0","0.6","4","0.1","3","0.1",5.542144535400524,5.097880089621132,4.246089708047644,0.5136199621848365,69.0,6.482294957815309,5.289412237350012,5.0,5.0,5.0,5.224796344785851,0.35389712641436427,0.013638910783625186,0.3797457557948207,0.0056480611199219285
70,0a060d40,2025-04-23 05:52:30,,"100","3","5","1","small_world","0","2.5","3","8","3","8","3","8","5","5","5","[-3; 3]","[-4; 4]","1","6","4","5","1.0","0.7","1.0","0.5","1.0","0.6","4","0.1","3","0.1",5.542144535400524,5.097880089621132,4.246089708047644,0.5136732032337543,70.0,6.482294957815309,5.289412237350012,5.0,5.0,5.0,5.224796344785851,0.35389712641436427,0.013638910783625186,0.3797457557948207,0.005585011943829604
71,0a060d40,2025-04-23 05:52:30,,"100","3","5","1","small_world","0","2.5","3","8","3","8","3","8","5","5","5","[-3; 3]","[-4; 4]","1","6","4","5","1.0","0.7","1.0","0.5","1.0","0.6","4","0.1","3","0.1",5.542144535400524,5.097880089621132,4.246089708047644,0.5137244333942648,71.0,6.482294957815309,5.289412237350012,5.0,5.0,5.0,5.224796344785851,0.35389712641436427,0.013638910783625186,0.3797457557948207,0.005523060495039602
72,0a060d40,2025-04-23 05:52:30,,"100","3","5","1","small_world","0","2.5","3","8","3","8","3","8","5","5","5","[-3; 3]","[-4; 4]","1","6","4","5","1.0","0.7","1.0","0.5","1.0","0.6","4","0.1","3","0.1",5.542144535400524,5.097880089621132,4.246089708047644,0.5137738004404953,72.0,6.482294957815309,5.289412237350012,5.0,5.0,5.0,5.224796344785851,0.35389712641436427,0.013638910783625186,0.3797457557948207,0.005462178149045909
73,0a060d40,2025-04-23 05:52:30,,"100","3","5","1","small_world","0","2.5","3","8","3","8","3","8","5","5","5","[-3; 3]","[-4; 4]","1","6","4","5","1.0","0.7","1.0","0.5","1.0","0.6","4","0.1","3","0.1",5.542144535400524,5.097880089621132,4.246089708047644,0.5138214364989158,73.0,6.482294957815309,5.289412237350012,5.0,5.0,5.0,5.224796344785851,0.35389712641436427,0.013638910783625186,0.3797457557948207,0.005402337926494688
74,0a060d40,2025-04-23 05:52:30,,"100","3","5","1","small_world","0","2.5","3","8","3","8","3","8","5","5","5","[-3; 3]","[-4; 4]","1","6","4","5","1.0","0.7","1.0","0.5","1.0","0.6","4","0.1","3","0.1",5.542144535400524,5.097880089621132,4.246089708047644,0.5138674600317953,74.0,6.482294957815309,5.289412237350012,5.0,5.0,5.0,5.224796344785851,0.35389712641436427,0.013638910783625186,0.3797457557948207,0.005343514196298044
75,0a060d40,2025-04-23 05:52:30,,"100","3","5","1","small_world","0","2.5","3","8","3","8","3","8","5","5","5","[-3; 3]","[-4; 4]","1","6","4","5","1.0","0.7","1.0","0.5","1.0","0.6","4","0.1","3","0.1",5.542144535400524,5.097880089621132,4.246089708047644,0.5139119775505435,75.0,6.482294957815309,5.289412237350012,5.0,5.0,5.0,5.224796344785851,0.35389712641436427,0.013638910783625186,0.3797457557948207,0.005285682458250772
