step,run_id,timestamp,name,num_citizens="100",num_corporate_media="3",num_influencers="5",num_government="1",network_type="scale_free",steps="75",simulationName="scale-free-high-s2",truth_seeking_mean="0",truth_seeking_std="2.5",confirmation_bias_min="3",confirmation_bias_max="8",critical_thinking_min="3",critical_thinking_max="8",social_conformity_min="3",social_conformity_max="8",initial_trust_in_corporate="5",initial_trust_in_influencers="5",initial_trust_in_government="5",corporate_bias_min="-3",corporate_bias_max="3",truth_commitment_corporate="6",corporate_publication_rate="1",corporate_influence_reach="0.7",influencer_bias_min="-4",influencer_bias_max="4",truth_commitment_influencer="4",influencer_publication_rate="1",influencer_influence_reach="0.5",government_bias="1",truth_commitment_government="1",government_publication_rate="1",government_influence_reach="0.6",small_world_k="4",small_world_p="0.1",scale_free_m="5",random_p="0.1",avg_trust_corporate,avg_trust_government,avg_trust_influencer,avg_truth_assessment,trust_var_corporate,trust_var_government,trust_var_influencer
36,run_1746381840,2025-05-04 14:04:00,scale-free-high-s2,"100","3","5","1","scale_free","75","scale-free-high-s2","0","2.5","3","8","3","8","3","8","5","5","5","-3","3","6","1","0.7","-4","4","4","1","0.5","1","1","1","0.6","4","0.1","5","0.1",5.538092141697178,4.002520410053801,4.914388589551257,0.4518913678822139,0.3966663277786946,1.9741162779240358,0.00398154509550668
37,run_1746381840,2025-05-04 14:04:00,scale-free-high-s2,"100","3","5","1","scale_free","75","scale-free-high-s2","0","2.5","3","8","3","8","3","8","5","5","5","-3","3","6","1","0.7","-4","4","4","1","0.5","1","1","1","0.6","4","0.1","5","0.1",5.538092141697178,4.002520410053801,4.914388589551257,0.4518379162700507,0.3966663277786946,1.9741162779240358,0.00398154509550668
38,run_1746381840,2025-05-04 14:04:00,scale-free-high-s2,"100","3","5","1","scale_free","75","scale-free-high-s2","0","2.5","3","8","3","8","3","8","5","5","5","-3","3","6","1","0.7","-4","4","4","1","0.5","1","1","1","0.6","4","0.1","5","0.1",5.538092141697178,4.002520410053801,4.914388589551257,0.45178693265269954,0.3966663277786946,1.9741162779240358,0.00398154509550668
39,run_1746381840,2025-05-04 14:04:00,scale-free-high-s2,"100","3","5","1","scale_free","75","scale-free-high-s2","0","2.5","3","8","3","8","3","8","5","5","5","-3","3","6","1","0.7","-4","4","4","1","0.5","1","1","1","0.6","4","0.1","5","0.1",5.538092141697178,4.002520410053801,4.914388589551257,0.45173832973185474,0.3966663277786946,1.9741162779240358,0.00398154509550668
40,run_1746381840,2025-05-04 14:04:00,scale-free-high-s2,"100","3","5","1","scale_free","75","scale-free-high-s2","0","2.5","3","8","3","8","3","8","5","5","5","-3","3","6","1","0.7","-4","4","4","1","0.5","1","1","1","0.6","4","0.1","5","0.1",5.538092141697178,4.002520410053801,4.914388589551257,0.45169201743082127,0.3966663277786946,1.9741162779240358,0.00398154509550668
41,run_1746381840,2025-05-04 14:04:00,scale-free-high-s2,"100","3","5","1","scale_free","75","scale-free-high-s2","0","2.5","3","8","3","8","3","8","5","5","5","-3","3","6","1","0.7","-4","4","4","1","0.5","1","1","1","0.6","4","0.1","5","0.1",5.538092141697178,4.002520410053801,4.914388589551257,0.4516479042789894,0.3966663277786946,1.9741162779240358,0.00398154509550668
42,run_1746381840,2025-05-04 14:04:00,scale-free-high-s2,"100","3","5","1","scale_free","75","scale-free-high-s2","0","2.5","3","8","3","8","3","8","5","5","5","-3","3","6","1","0.7","-4","4","4","1","0.5","1","1","1","0.6","4","0.1","5","0.1",5.538092141697178,4.002520410053801,4.914388589551257,0.45160589852752736,0.3966663277786946,1.9741162779240358,0.00398154509550668
43,run_1746381840,2025-05-04 14:04:00,scale-free-high-s2,"100","3","5","1","scale_free","75","scale-free-high-s2","0","2.5","3","8","3","8","3","8","5","5","5","-3","3","6","1","0.7","-4","4","4","1","0.5","1","1","1","0.6","4","0.1","5","0.1",5.538092141697178,4.002520410053801,4.914388589551257,0.451565909040168,0.3966663277786946,1.9741162779240358,0.00398154509550668
44,run_1746381840,2025-05-04 14:04:00,scale-free-high-s2,"100","3","5","1","scale_free","75","scale-free-high-s2","0","2.5","3","8","3","8","3","8","5","5","5","-3","3","6","1","0.7","-4","4","4","1","0.5","1","1","1","0.6","4","0.1","5","0.1",5.538092141697178,4.002520410053801,4.914388589551257,0.4515278459962697,0.3966663277786946,1.9741162779240358,0.00398154509550668
45,run_1746381840,2025-05-04 14:04:00,scale-free-high-s2,"100","3","5","1","scale_free","75","scale-free-high-s2","0","2.5","3","8","3","8","3","8","5","5","5","-3","3","6","1","0.7","-4","4","4","1","0.5","1","1","1","0.6","4","0.1","5","0.1",5.538092141697178,4.002520410053801,4.914388589551257,0.45149162143761645,0.3966663277786946,1.9741162779240358,0.00398154509550668
46,run_1746381840,2025-05-04 14:04:00,scale-free-high-s2,"100","3","5","1","scale_free","75","scale-free-high-s2","0","2.5","3","8","3","8","3","8","5","5","5","-3","3","6","1","0.7","-4","4","4","1","0.5","1","1","1","0.6","4","0.1","5","0.1",5.538092141697178,4.002520410053801,4.914388589551257,0.4514571496855648,0.3966663277786946,1.9741162779240358,0.00398154509550668
47,run_1746381840,2025-05-04 14:04:00,scale-free-high-s2,"100","3","5","1","scale_free","75","scale-free-high-s2","0","2.5","3","8","3","8","3","8","5","5","5","-3","3","6","1","0.7","-4","4","4","1","0.5","1","1","1","0.6","4","0.1","5","0.1",5.538092141697178,4.002520410053801,4.914388589551257,0.4514243476509943,0.3966663277786946,1.9741162779240358,0.00398154509550668
48,run_1746381840,2025-05-04 14:04:00,scale-free-high-s2,"100","3","5","1","scale_free","75","scale-free-high-s2","0","2.5","3","8","3","8","3","8","5","5","5","-3","3","6","1","0.7","-4","4","4","1","0.5","1","1","1","0.6","4","0.1","5","0.1",5.538092141697178,4.002520410053801,4.914388589551257,0.45139313505600237,0.3966663277786946,1.9741162779240358,0.00398154509550668
49,run_1746381840,2025-05-04 14:04:00,scale-free-high-s2,"100","3","5","1","scale_free","75","scale-free-high-s2","0","2.5","3","8","3","8","3","8","5","5","5","-3","3","6","1","0.7","-4","4","4","1","0.5","1","1","1","0.6","4","0.1","5","0.1",5.538092141697178,4.002520410053801,4.914388589551257,0.45136343458328076,0.3966663277786946,1.9741162779240358,0.00398154509550668
50,run_1746381840,2025-05-04 14:04:00,scale-free-high-s2,"100","3","5","1","scale_free","75","scale-free-high-s2","0","2.5","3","8","3","8","3","8","5","5","5","-3","3","6","1","0.7","-4","4","4","1","0.5","1","1","1","0.6","4","0.1","5","0.1",5.538092141697178,4.002520410053801,4.914388589551257,0.45133517196657413,0.3966663277786946,1.9741162779240358,0.00398154509550668
51,run_1746381840,2025-05-04 14:04:00,scale-free-high-s2,"100","3","5","1","scale_free","75","scale-free-high-s2","0","2.5","3","8","3","8","3","8","5","5","5","-3","3","6","1","0.7","-4","4","4","1","0.5","1","1","1","0.6","4","0.1","5","0.1",5.538092141697178,4.002520410053801,4.914388589551257,0.45130827603345436,0.3966663277786946,1.9741162779240358,0.00398154509550668
52,run_1746381840,2025-05-04 14:04:00,scale-free-high-s2,"100","3","5","1","scale_free","75","scale-free-high-s2","0","2.5","3","8","3","8","3","8","5","5","5","-3","3","6","1","0.7","-4","4","4","1","0.5","1","1","1","0.6","4","0.1","5","0.1",5.538092141697178,4.002520410053801,4.914388589551257,0.45128267870981553,0.3966663277786946,1.9741162779240358,0.00398154509550668
53,run_1746381840,2025-05-04 14:04:00,scale-free-high-s2,"100","3","5","1","scale_free","75","scale-free-high-s2","0","2.5","3","8","3","8","3","8","5","5","5","-3","3","6","1","0.7","-4","4","4","1","0.5","1","1","1","0.6","4","0.1","5","0.1",5.538092141697178,4.002520410053801,4.914388589551257,0.4512583149939487,0.3966663277786946,1.9741162779240358,0.00398154509550668
54,run_1746381840,2025-05-04 14:04:00,scale-free-high-s2,"100","3","5","1","scale_free","75","scale-free-high-s2","0","2.5","3","8","3","8","3","8","5","5","5","-3","3","6","1","0.7","-4","4","4","1","0.5","1","1","1","0.6","4","0.1","5","0.1",5.538092141697178,4.002520410053801,4.914388589551257,0.4512351229067346,0.3966663277786946,1.9741162779240358,0.00398154509550668
55,run_1746381840,2025-05-04 14:04:00,scale-free-high-s2,"100","3","5","1","scale_free","75","scale-free-high-s2","0","2.5","3","8","3","8","3","8","5","5","5","-3","3","6","1","0.7","-4","4","4","1","0.5","1","1","1","0.6","4","0.1","5","0.1",5.538092141697178,4.002520410053801,4.914388589551257,0.4512130434233893,0.3966663277786946,1.9741162779240358,0.00398154509550668
56,run_1746381840,2025-05-04 14:04:00,scale-free-high-s2,"100","3","5","1","scale_free","75","scale-free-high-s2","0","2.5","3","8","3","8","3","8","5","5","5","-3","3","6","1","0.7","-4","4","4","1","0.5","1","1","1","0.6","4","0.1","5","0.1",5.538092141697178,4.002520410053801,4.914388589551257,0.4511920203912613,0.3966663277786946,1.9741162779240358,0.00398154509550668
57,run_1746381840,2025-05-04 14:04:00,scale-free-high-s2,"100","3","5","1","scale_free","75","scale-free-high-s2","0","2.5","3","8","3","8","3","8","5","5","5","-3","3","6","1","0.7","-4","4","4","1","0.5","1","1","1","0.6","4","0.1","5","0.1",5.538092141697178,4.002520410053801,4.914388589551257,0.45117200043738476,0.3966663277786946,1.9741162779240358,0.00398154509550668
58,run_1746381840,2025-05-04 14:04:00,scale-free-high-s2,"100","3","5","1","scale_free","75","scale-free-high-s2","0","2.5","3","8","3","8","3","8","5","5","5","-3","3","6","1","0.7","-4","4","4","1","0.5","1","1","1","0.6","4","0.1","5","0.1",5.538092141697178,4.002520410053801,4.914388589551257,0.4511529328688371,0.3966663277786946,1.9741162779240358,0.00398154509550668
59,run_1746381840,2025-05-04 14:04:00,scale-free-high-s2,"100","3","5","1","scale_free","75","scale-free-high-s2","0","2.5","3","8","3","8","3","8","5","5","5","-3","3","6","1","0.7","-4","4","4","1","0.5","1","1","1","0.6","4","0.1","5","0.1",5.538092141697178,4.002520410053801,4.914388589551257,0.45113476956838283,0.3966663277786946,1.9741162779240358,0.00398154509550668
60,run_1746381840,2025-05-04 14:04:00,scale-free-high-s2,"100","3","5","1","scale_free","75","scale-free-high-s2","0","2.5","3","8","3","8","3","8","5","5","5","-3","3","6","1","0.7","-4","4","4","1","0.5","1","1","1","0.6","4","0.1","5","0.1",5.538092141697178,4.002520410053801,4.914388589551257,0.4511174648874212,0.3966663277786946,1.9741162779240358,0.00398154509550668
61,run_1746381840,2025-05-04 14:04:00,scale-free-high-s2,"100","3","5","1","scale_free","75","scale-free-high-s2","0","2.5","3","8","3","8","3","8","5","5","5","-3","3","6","1","0.7","-4","4","4","1","0.5","1","1","1","0.6","4","0.1","5","0.1",5.538092141697178,4.002520410053801,4.914388589551257,0.4511009755378658,0.3966663277786946,1.9741162779240358,0.00398154509550668
62,run_1746381840,2025-05-04 14:04:00,scale-free-high-s2,"100","3","5","1","scale_free","75","scale-free-high-s2","0","2.5","3","8","3","8","3","8","5","5","5","-3","3","6","1","0.7","-4","4","4","1","0.5","1","1","1","0.6","4","0.1","5","0.1",5.538092141697178,4.002520410053801,4.914388589551257,0.45108526048424946,0.3966663277786946,1.9741162779240358,0.00398154509550668
63,run_1746381840,2025-05-04 14:04:00,scale-free-high-s2,"100","3","5","1","scale_free","75","scale-free-high-s2","0","2.5","3","8","3","8","3","8","5","5","5","-3","3","6","1","0.7","-4","4","4","1","0.5","1","1","1","0.6","4","0.1","5","0.1",5.538092141697178,4.002520410053801,4.914388589551257,0.4510702808370823,0.3966663277786946,1.9741162779240358,0.00398154509550668
64,run_1746381840,2025-05-04 14:04:00,scale-free-high-s2,"100","3","5","1","scale_free","75","scale-free-high-s2","0","2.5","3","8","3","8","3","8","5","5","5","-3","3","6","1","0.7","-4","4","4","1","0.5","1","1","1","0.6","4","0.1","5","0.1",5.538092141697178,4.002520410053801,4.914388589551257,0.45105599974825894,0.3966663277786946,1.9741162779240358,0.00398154509550668
65,run_1746381840,2025-05-04 14:04:00,scale-free-high-s2,"100","3","5","1","scale_free","75","scale-free-high-s2","0","2.5","3","8","3","8","3","8","5","5","5","-3","3","6","1","0.7","-4","4","4","1","0.5","1","1","1","0.6","4","0.1","5","0.1",5.538092141697178,4.002520410053801,4.914388589551257,0.4510423823091258,0.3966663277786946,1.9741162779240358,0.00398154509550668
66,run_1746381840,2025-05-04 14:04:00,scale-free-high-s2,"100","3","5","1","scale_free","75","scale-free-high-s2","0","2.5","3","8","3","8","3","8","5","5","5","-3","3","6","1","0.7","-4","4","4","1","0.5","1","1","1","0.6","4","0.1","5","0.1",5.538092141697178,4.002520410053801,4.914388589551257,0.45102939545166343,0.3966663277786946,1.9741162779240358,0.00398154509550668
67,run_1746381840,2025-05-04 14:04:00,scale-free-high-s2,"100","3","5","1","scale_free","75","scale-free-high-s2","0","2.5","3","8","3","8","3","8","5","5","5","-3","3","6","1","0.7","-4","4","4","1","0.5","1","1","1","0.6","4","0.1","5","0.1",5.538092141697178,4.002520410053801,4.914388589551257,0.4510170078531109,0.3966663277786946,1.9741162779240358,0.00398154509550668
68,run_1746381840,2025-05-04 14:04:00,scale-free-high-s2,"100","3","5","1","scale_free","75","scale-free-high-s2","0","2.5","3","8","3","8","3","8","5","5","5","-3","3","6","1","0.7","-4","4","4","1","0.5","1","1","1","0.6","4","0.1","5","0.1",5.538092141697178,4.002520410053801,4.914388589551257,0.45100518984425536,0.3966663277786946,1.9741162779240358,0.00398154509550668
69,run_1746381840,2025-05-04 14:04:00,scale-free-high-s2,"100","3","5","1","scale_free","75","scale-free-high-s2","0","2.5","3","8","3","8","3","8","5","5","5","-3","3","6","1","0.7","-4","4","4","1","0.5","1","1","1","0.6","4","0.1","5","0.1",5.538092141697178,4.002520410053801,4.914388589551257,0.4509939133215281,0.3966663277786946,1.9741162779240358,0.00398154509550668
70,run_1746381840,2025-05-04 14:04:00,scale-free-high-s2,"100","3","5","1","scale_free","75","scale-free-high-s2","0","2.5","3","8","3","8","3","8","5","5","5","-3","3","6","1","0.7","-4","4","4","1","0.5","1","1","1","0.6","4","0.1","5","0.1",5.538092141697178,4.002520410053801,4.914388589551257,0.45098315166297165,0.3966663277786946,1.9741162779240358,0.00398154509550668
71,run_1746381840,2025-05-04 14:04:00,scale-free-high-s2,"100","3","5","1","scale_free","75","scale-free-high-s2","0","2.5","3","8","3","8","3","8","5","5","5","-3","3","6","1","0.7","-4","4","4","1","0.5","1","1","1","0.6","4","0.1","5","0.1",5.538092141697178,4.002520410053801,4.914388589551257,0.4509728796481008,0.3966663277786946,1.9741162779240358,0.00398154509550668
72,run_1746381840,2025-05-04 14:04:00,scale-free-high-s2,"100","3","5","1","scale_free","75","scale-free-high-s2","0","2.5","3","8","3","8","3","8","5","5","5","-3","3","6","1","0.7","-4","4","4","1","0.5","1","1","1","0.6","4","0.1","5","0.1",5.538092141697178,4.002520410053801,4.914388589551257,0.45096307338162284,0.3966663277786946,1.9741162779240358,0.00398154509550668
73,run_1746381840,2025-05-04 14:04:00,scale-free-high-s2,"100","3","5","1","scale_free","75","scale-free-high-s2","0","2.5","3","8","3","8","3","8","5","5","5","-3","3","6","1","0.7","-4","4","4","1","0.5","1","1","1","0.6","4","0.1","5","0.1",5.538092141697178,4.002520410053801,4.914388589551257,0.4509537102209586,0.3966663277786946,1.9741162779240358,0.00398154509550668
74,run_1746381840,2025-05-04 14:04:00,scale-free-high-s2,"100","3","5","1","scale_free","75","scale-free-high-s2","0","2.5","3","8","3","8","3","8","5","5","5","-3","3","6","1","0.7","-4","4","4","1","0.5","1","1","1","0.6","4","0.1","5","0.1",5.538092141697178,4.002520410053801,4.914388589551257,0.45094476870747613,0.3966663277786946,1.9741162779240358,0.00398154509550668
