step,run_id,timestamp,name,num_citizens="100",num_corporate_media="3",num_influencers="5",num_government="1",network_type="small_world",steps="75",simulationName="small-world-med-s3",truth_seeking_mean="0",truth_seeking_std="2.5",confirmation_bias_min="3",confirmation_bias_max="8",critical_thinking_min="3",critical_thinking_max="8",social_conformity_min="3",social_conformity_max="8",initial_trust_in_corporate="5",initial_trust_in_influencers="5",initial_trust_in_government="5",corporate_bias_min="-3",corporate_bias_max="3",truth_commitment_corporate="6",corporate_publication_rate="1",corporate_influence_reach="0.7",influencer_bias_min="-4",influencer_bias_max="4",truth_commitment_influencer="4",influencer_publication_rate="1",influencer_influence_reach="0.5",government_bias="1",truth_commitment_government="1",government_publication_rate="1",government_influence_reach="0.6",small_world_k="4",small_world_p="0.1",scale_free_m="3",random_p="0.1",avg_trust_corporate,avg_trust_government,avg_trust_influencer,avg_truth_assessment,trust_var_corporate,trust_var_government,trust_var_influencer
36,run_1746381429,2025-05-04 13:57:09,small-world-med-s3,"100","3","5","1","small_world","75","small-world-med-s3","0","2.5","3","8","3","8","3","8","5","5","5","-3","3","6","1","0.7","-4","4","4","1","0.5","1","1","1","0.6","4","0.1","3","0.1",5.112359528738697,4.07166286756141,4.340960570618576,0.43654110063453394,0.014627436069628453,1.8799801137284868,0.43616412140976735
37,run_1746381429,2025-05-04 13:57:09,small-world-med-s3,"100","3","5","1","small_world","75","small-world-med-s3","0","2.5","3","8","3","8","3","8","5","5","5","-3","3","6","1","0.7","-4","4","4","1","0.5","1","1","1","0.6","4","0.1","3","0.1",5.112359528738697,4.07166286756141,4.340960570618576,0.43648013807250763,0.014627436069628453,1.8799801137284868,0.43616412140976735
38,run_1746381429,2025-05-04 13:57:09,small-world-med-s3,"100","3","5","1","small_world","75","small-world-med-s3","0","2.5","3","8","3","8","3","8","5","5","5","-3","3","6","1","0.7","-4","4","4","1","0.5","1","1","1","0.6","4","0.1","3","0.1",5.112359528738697,4.07166286756141,4.340960570618576,0.43642184892420516,0.014627436069628453,1.8799801137284868,0.43616412140976735
39,run_1746381429,2025-05-04 13:57:09,small-world-med-s3,"100","3","5","1","small_world","75","small-world-med-s3","0","2.5","3","8","3","8","3","8","5","5","5","-3","3","6","1","0.7","-4","4","4","1","0.5","1","1","1","0.6","4","0.1","3","0.1",5.112359528738697,4.07166286756141,4.340960570618576,0.43636634092407967,0.014627436069628453,1.8799801137284868,0.43616412140976735
40,run_1746381429,2025-05-04 13:57:09,small-world-med-s3,"100","3","5","1","small_world","75","small-world-med-s3","0","2.5","3","8","3","8","3","8","5","5","5","-3","3","6","1","0.7","-4","4","4","1","0.5","1","1","1","0.6","4","0.1","3","0.1",5.112359528738697,4.07166286756141,4.340960570618576,0.4363136624549478,0.014627436069628453,1.8799801137284868,0.43616412140976735
41,run_1746381429,2025-05-04 13:57:09,small-world-med-s3,"100","3","5","1","small_world","75","small-world-med-s3","0","2.5","3","8","3","8","3","8","5","5","5","-3","3","6","1","0.7","-4","4","4","1","0.5","1","1","1","0.6","4","0.1","3","0.1",5.112359528738697,4.07166286756141,4.340960570618576,0.43626381610787734,0.014627436069628453,1.8799801137284868,0.43616412140976735
42,run_1746381429,2025-05-04 13:57:09,small-world-med-s3,"100","3","5","1","small_world","75","small-world-med-s3","0","2.5","3","8","3","8","3","8","5","5","5","-3","3","6","1","0.7","-4","4","4","1","0.5","1","1","1","0.6","4","0.1","3","0.1",5.112359528738697,4.07166286756141,4.340960570618576,0.43621676956341504,0.014627436069628453,1.8799801137284868,0.43616412140976735
43,run_1746381429,2025-05-04 13:57:09,small-world-med-s3,"100","3","5","1","small_world","75","small-world-med-s3","0","2.5","3","8","3","8","3","8","5","5","5","-3","3","6","1","0.7","-4","4","4","1","0.5","1","1","1","0.6","4","0.1","3","0.1",5.112359528738697,4.07166286756141,4.340960570618576,0.4361724643012624,0.014627436069628453,1.8799801137284868,0.43616412140976735
44,run_1746381429,2025-05-04 13:57:09,small-world-med-s3,"100","3","5","1","small_world","75","small-world-med-s3","0","2.5","3","8","3","8","3","8","5","5","5","-3","3","6","1","0.7","-4","4","4","1","0.5","1","1","1","0.6","4","0.1","3","0.1",5.112359528738697,4.04135827661673,4.340960570618576,0.43541232958049214,0.014627436069628453,1.9146328146139815,0.43616412140976735
45,run_1746381429,2025-05-04 13:57:09,small-world-med-s3,"100","3","5","1","small_world","75","small-world-med-s3","0","2.5","3","8","3","8","3","8","5","5","5","-3","3","6","1","0.7","-4","4","4","1","0.5","1","1","1","0.6","4","0.1","3","0.1",5.112359528738697,4.04135827661673,4.340960570618576,0.4354484068036213,0.014627436069628453,1.9146328146139815,0.43616412140976735
46,run_1746381429,2025-05-04 13:57:09,small-world-med-s3,"100","3","5","1","small_world","75","small-world-med-s3","0","2.5","3","8","3","8","3","8","5","5","5","-3","3","6","1","0.7","-4","4","4","1","0.5","1","1","1","0.6","4","0.1","3","0.1",5.112359528738697,4.04135827661673,4.340960570618576,0.4354750027639134,0.014627436069628453,1.9146328146139815,0.43616412140976735
47,run_1746381429,2025-05-04 13:57:09,small-world-med-s3,"100","3","5","1","small_world","75","small-world-med-s3","0","2.5","3","8","3","8","3","8","5","5","5","-3","3","6","1","0.7","-4","4","4","1","0.5","1","1","1","0.6","4","0.1","3","0.1",5.112359528738697,4.04135827661673,4.340960570618576,0.4354939847125806,0.014627436069628453,1.9146328146139815,0.43616412140976735
48,run_1746381429,2025-05-04 13:57:09,small-world-med-s3,"100","3","5","1","small_world","75","small-world-med-s3","0","2.5","3","8","3","8","3","8","5","5","5","-3","3","6","1","0.7","-4","4","4","1","0.5","1","1","1","0.6","4","0.1","3","0.1",5.112359528738697,4.013867117171561,4.340960570618576,0.4348122076709218,0.014627436069628453,1.93674509059367,0.43616412140976735
49,run_1746381429,2025-05-04 13:57:09,small-world-med-s3,"100","3","5","1","small_world","75","small-world-med-s3","0","2.5","3","8","3","8","3","8","5","5","5","-3","3","6","1","0.7","-4","4","4","1","0.5","1","1","1","0.6","4","0.1","3","0.1",5.112359528738697,4.013867117171561,4.340960570618576,0.4347897830898292,0.014627436069628453,1.93674509059367,0.43616412140976735
50,run_1746381429,2025-05-04 13:57:09,small-world-med-s3,"100","3","5","1","small_world","75","small-world-med-s3","0","2.5","3","8","3","8","3","8","5","5","5","-3","3","6","1","0.7","-4","4","4","1","0.5","1","1","1","0.6","4","0.1","3","0.1",5.112359528738697,4.013867117171561,4.340960570618576,0.4347724476557586,0.014627436069628453,1.93674509059367,0.43616412140976735
51,run_1746381429,2025-05-04 13:57:09,small-world-med-s3,"100","3","5","1","small_world","75","small-world-med-s3","0","2.5","3","8","3","8","3","8","5","5","5","-3","3","6","1","0.7","-4","4","4","1","0.5","1","1","1","0.6","4","0.1","3","0.1",5.112359528738697,4.013867117171561,4.340960570618576,0.4347591595968742,0.014627436069628453,1.93674509059367,0.43616412140976735
52,run_1746381429,2025-05-04 13:57:09,small-world-med-s3,"100","3","5","1","small_world","75","small-world-med-s3","0","2.5","3","8","3","8","3","8","5","5","5","-3","3","6","1","0.7","-4","4","4","1","0.5","1","1","1","0.6","4","0.1","3","0.1",5.112359528738697,4.013867117171561,4.340960570618576,0.43474910054588733,0.014627436069628453,1.93674509059367,0.43616412140976735
53,run_1746381429,2025-05-04 13:57:09,small-world-med-s3,"100","3","5","1","small_world","75","small-world-med-s3","0","2.5","3","8","3","8","3","8","5","5","5","-3","3","6","1","0.7","-4","4","4","1","0.5","1","1","1","0.6","4","0.1","3","0.1",5.112359528738697,4.013867117171561,4.340960570618576,0.43474162745564315,0.014627436069628453,1.93674509059367,0.43616412140976735
54,run_1746381429,2025-05-04 13:57:09,small-world-med-s3,"100","3","5","1","small_world","75","small-world-med-s3","0","2.5","3","8","3","8","3","8","5","5","5","-3","3","6","1","0.7","-4","4","4","1","0.5","1","1","1","0.6","4","0.1","3","0.1",5.112359528738697,4.013867117171561,4.340960570618576,0.4347362347694819,0.014627436069628453,1.93674509059367,0.43616412140976735
55,run_1746381429,2025-05-04 13:57:09,small-world-med-s3,"100","3","5","1","small_world","75","small-world-med-s3","0","2.5","3","8","3","8","3","8","5","5","5","-3","3","6","1","0.7","-4","4","4","1","0.5","1","1","1","0.6","4","0.1","3","0.1",5.112359528738697,4.013867117171561,4.340960570618576,0.43473252467945583,0.014627436069628453,1.93674509059367,0.43616412140976735
56,run_1746381429,2025-05-04 13:57:09,small-world-med-s3,"100","3","5","1","small_world","75","small-world-med-s3","0","2.5","3","8","3","8","3","8","5","5","5","-3","3","6","1","0.7","-4","4","4","1","0.5","1","1","1","0.6","4","0.1","3","0.1",5.112359528738697,4.013867117171561,4.340960570618576,0.4347301837602401,0.014627436069628453,1.93674509059367,0.43616412140976735
57,run_1746381429,2025-05-04 13:57:09,small-world-med-s3,"100","3","5","1","small_world","75","small-world-med-s3","0","2.5","3","8","3","8","3","8","5","5","5","-3","3","6","1","0.7","-4","4","4","1","0.5","1","1","1","0.6","4","0.1","3","0.1",5.112359528738697,4.013867117171561,4.340960570618576,0.434728964626337,0.014627436069628453,1.93674509059367,0.43616412140976735
58,run_1746381429,2025-05-04 13:57:09,small-world-med-s3,"100","3","5","1","small_world","75","small-world-med-s3","0","2.5","3","8","3","8","3","8","5","5","5","-3","3","6","1","0.7","-4","4","4","1","0.5","1","1","1","0.6","4","0.1","3","0.1",5.112359528738697,4.013867117171561,4.340960570618576,0.43472867154472,0.014627436069628453,1.93674509059367,0.43616412140976735
59,run_1746381429,2025-05-04 13:57:09,small-world-med-s3,"100","3","5","1","small_world","75","small-world-med-s3","0","2.5","3","8","3","8","3","8","5","5","5","-3","3","6","1","0.7","-4","4","4","1","0.5","1","1","1","0.6","4","0.1","3","0.1",5.112359528738697,4.013867117171561,4.340960570618576,0.4347291491600742,0.014627436069628453,1.93674509059367,0.43616412140976735
60,run_1746381429,2025-05-04 13:57:09,small-world-med-s3,"100","3","5","1","small_world","75","small-world-med-s3","0","2.5","3","8","3","8","3","8","5","5","5","-3","3","6","1","0.7","-4","4","4","1","0.5","1","1","1","0.6","4","0.1","3","0.1",5.112359528738697,4.013867117171561,4.340960570618576,0.43473027366767897,0.014627436069628453,1.93674509059367,0.43616412140976735
61,run_1746381429,2025-05-04 13:57:09,small-world-med-s3,"100","3","5","1","small_world","75","small-world-med-s3","0","2.5","3","8","3","8","3","8","5","5","5","-3","3","6","1","0.7","-4","4","4","1","0.5","1","1","1","0.6","4","0.1","3","0.1",5.112359528738697,4.013867117171561,4.340960570618576,0.43473194590956893,0.014627436069628453,1.93674509059367,0.43616412140976735
62,run_1746381429,2025-05-04 13:57:09,small-world-med-s3,"100","3","5","1","small_world","75","small-world-med-s3","0","2.5","3","8","3","8","3","8","5","5","5","-3","3","6","1","0.7","-4","4","4","1","0.5","1","1","1","0.6","4","0.1","3","0.1",5.112359528738697,4.013867117171561,4.340960570618576,0.434734085980698,0.014627436069628453,1.93674509059367,0.43616412140976735
63,run_1746381429,2025-05-04 13:57:09,small-world-med-s3,"100","3","5","1","small_world","75","small-world-med-s3","0","2.5","3","8","3","8","3","8","5","5","5","-3","3","6","1","0.7","-4","4","4","1","0.5","1","1","1","0.6","4","0.1","3","0.1",5.112359528738697,4.013867117171561,4.340960570618576,0.43473662901956645,0.014627436069628453,1.93674509059367,0.43616412140976735
64,run_1746381429,2025-05-04 13:57:09,small-world-med-s3,"100","3","5","1","small_world","75","small-world-med-s3","0","2.5","3","8","3","8","3","8","5","5","5","-3","3","6","1","0.7","-4","4","4","1","0.5","1","1","1","0.6","4","0.1","3","0.1",5.112359528738697,4.013867117171561,4.340960570618576,0.4347395219270435,0.014627436069628453,1.93674509059367,0.43616412140976735
65,run_1746381429,2025-05-04 13:57:09,small-world-med-s3,"100","3","5","1","small_world","75","small-world-med-s3","0","2.5","3","8","3","8","3","8","5","5","5","-3","3","6","1","0.7","-4","4","4","1","0.5","1","1","1","0.6","4","0.1","3","0.1",5.112359528738697,4.013867117171561,4.340960570618576,0.4347427208117976,0.014627436069628453,1.93674509059367,0.43616412140976735
66,run_1746381429,2025-05-04 13:57:09,small-world-med-s3,"100","3","5","1","small_world","75","small-world-med-s3","0","2.5","3","8","3","8","3","8","5","5","5","-3","3","6","1","0.7","-4","4","4","1","0.5","1","1","1","0.6","4","0.1","3","0.1",5.112359528738697,4.013867117171561,4.340960570618576,0.4347461890038642,0.014627436069628453,1.93674509059367,0.43616412140976735
67,run_1746381429,2025-05-04 13:57:09,small-world-med-s3,"100","3","5","1","small_world","75","small-world-med-s3","0","2.5","3","8","3","8","3","8","5","5","5","-3","3","6","1","0.7","-4","4","4","1","0.5","1","1","1","0.6","4","0.1","3","0.1",5.112359528738697,4.013867117171561,4.340960570618576,0.43474989551189425,0.014627436069628453,1.93674509059367,0.43616412140976735
68,run_1746381429,2025-05-04 13:57:09,small-world-med-s3,"100","3","5","1","small_world","75","small-world-med-s3","0","2.5","3","8","3","8","3","8","5","5","5","-3","3","6","1","0.7","-4","4","4","1","0.5","1","1","1","0.6","4","0.1","3","0.1",5.112359528738697,4.013867117171561,4.329806633008467,0.4344139053282668,0.014627436069628453,1.93674509059367,0.43377897415073463
69,run_1746381429,2025-05-04 13:57:09,small-world-med-s3,"100","3","5","1","small_world","75","small-world-med-s3","0","2.5","3","8","3","8","3","8","5","5","5","-3","3","6","1","0.7","-4","4","4","1","0.5","1","1","1","0.6","4","0.1","3","0.1",5.112359528738697,4.013867117171561,4.329806633008467,0.4344009164151636,0.014627436069628453,1.93674509059367,0.43377897415073463
70,run_1746381429,2025-05-04 13:57:09,small-world-med-s3,"100","3","5","1","small_world","75","small-world-med-s3","0","2.5","3","8","3","8","3","8","5","5","5","-3","3","6","1","0.7","-4","4","4","1","0.5","1","1","1","0.6","4","0.1","3","0.1",5.112359528738697,4.013867117171561,4.329806633008467,0.43439069895020316,0.014627436069628453,1.93674509059367,0.43377897415073463
71,run_1746381429,2025-05-04 13:57:09,small-world-med-s3,"100","3","5","1","small_world","75","small-world-med-s3","0","2.5","3","8","3","8","3","8","5","5","5","-3","3","6","1","0.7","-4","4","4","1","0.5","1","1","1","0.6","4","0.1","3","0.1",5.112359528738697,4.013867117171561,4.329806633008467,0.4343828038609609,0.014627436069628453,1.93674509059367,0.43377897415073463
72,run_1746381429,2025-05-04 13:57:09,small-world-med-s3,"100","3","5","1","small_world","75","small-world-med-s3","0","2.5","3","8","3","8","3","8","5","5","5","-3","3","6","1","0.7","-4","4","4","1","0.5","1","1","1","0.6","4","0.1","3","0.1",5.112359528738697,4.013867117171561,4.329806633008467,0.43437685587691605,0.014627436069628453,1.93674509059367,0.43377897415073463
73,run_1746381429,2025-05-04 13:57:09,small-world-med-s3,"100","3","5","1","small_world","75","small-world-med-s3","0","2.5","3","8","3","8","3","8","5","5","5","-3","3","6","1","0.7","-4","4","4","1","0.5","1","1","1","0.6","4","0.1","3","0.1",5.112359528738697,4.013867117171561,4.329806633008467,0.43437254116557944,0.014627436069628453,1.93674509059367,0.43377897415073463
74,run_1746381429,2025-05-04 13:57:09,small-world-med-s3,"100","3","5","1","small_world","75","small-world-med-s3","0","2.5","3","8","3","8","3","8","5","5","5","-3","3","6","1","0.7","-4","4","4","1","0.5","1","1","1","0.6","4","0.1","3","0.1",5.112359528738697,4.013867117171561,4.329806633008467,0.434369597071369,0.014627436069628453,1.93674509059367,0.43377897415073463
