step,run_id,timestamp,name,num_citizens="100",num_corporate_media="3",num_influencers="5",num_government="1",network_type="small_world",steps="75",simulationName="low-trust-med-accuracy-s2",truth_seeking_mean="0",truth_seeking_std="2.5",confirmation_bias_min="3",confirmation_bias_max="8",critical_thinking_min="3",critical_thinking_max="8",social_conformity_min="3",social_conformity_max="8",initial_trust_in_corporate="5",initial_trust_in_influencers="5",initial_trust_in_government="1",corporate_bias_min="-3",corporate_bias_max="3",truth_commitment_corporate="6",corporate_publication_rate="1",corporate_influence_reach="0.7",influencer_bias_min="-4",influencer_bias_max="4",truth_commitment_influencer="4",influencer_publication_rate="1",influencer_influence_reach="0.5",government_bias="1",truth_commitment_government="5",government_publication_rate="1",government_influence_reach="0.6",small_world_k="4",small_world_p="0.1",scale_free_m="3",random_p="0.1",avg_trust_corporate,avg_trust_government,avg_trust_influencer,avg_truth_assessment,trust_var_corporate,trust_var_government,trust_var_influencer
36,run_1746380237,2025-05-04 13:37:17,low-trust-med-accuracy-s2,"100","3","5","1","small_world","75","low-trust-med-accuracy-s2","0","2.5","3","8","3","8","3","8","5","5","1","-3","3","6","1","0.7","-4","4","4","1","0.5","1","5","1","0.6","4","0.1","3","0.1",5.72589813946061,1.0512417606568478,4.140275205568895,0.4943388901822939,0.45387621603963685,0.004419291079099561,0.4190196667085784
37,run_1746380237,2025-05-04 13:37:17,low-trust-med-accuracy-s2,"100","3","5","1","small_world","75","low-trust-med-accuracy-s2","0","2.5","3","8","3","8","3","8","5","5","1","-3","3","6","1","0.7","-4","4","4","1","0.5","1","5","1","0.6","4","0.1","3","0.1",5.72589813946061,1.0512417606568478,4.140275205568895,0.4944082155322412,0.45387621603963685,0.004419291079099561,0.4190196667085784
38,run_1746380237,2025-05-04 13:37:17,low-trust-med-accuracy-s2,"100","3","5","1","small_world","75","low-trust-med-accuracy-s2","0","2.5","3","8","3","8","3","8","5","5","1","-3","3","6","1","0.7","-4","4","4","1","0.5","1","5","1","0.6","4","0.1","3","0.1",5.72589813946061,1.0512417606568478,4.140275205568895,0.49447749844755334,0.45387621603963685,0.004419291079099561,0.4190196667085784
39,run_1746380237,2025-05-04 13:37:17,low-trust-med-accuracy-s2,"100","3","5","1","small_world","75","low-trust-med-accuracy-s2","0","2.5","3","8","3","8","3","8","5","5","1","-3","3","6","1","0.7","-4","4","4","1","0.5","1","5","1","0.6","4","0.1","3","0.1",5.72589813946061,1.0512417606568478,4.140275205568895,0.49454668561914417,0.45387621603963685,0.004419291079099561,0.4190196667085784
40,run_1746380237,2025-05-04 13:37:17,low-trust-med-accuracy-s2,"100","3","5","1","small_world","75","low-trust-med-accuracy-s2","0","2.5","3","8","3","8","3","8","5","5","1","-3","3","6","1","0.7","-4","4","4","1","0.5","1","5","1","0.6","4","0.1","3","0.1",5.72589813946061,1.0512417606568478,4.140275205568895,0.4946157293313259,0.45387621603963685,0.004419291079099561,0.4190196667085784
41,run_1746380237,2025-05-04 13:37:17,low-trust-med-accuracy-s2,"100","3","5","1","small_world","75","low-trust-med-accuracy-s2","0","2.5","3","8","3","8","3","8","5","5","1","-3","3","6","1","0.7","-4","4","4","1","0.5","1","5","1","0.6","4","0.1","3","0.1",5.72589813946061,1.0512417606568478,4.140275205568895,0.4946845865815067,0.45387621603963685,0.004419291079099561,0.4190196667085784
42,run_1746380237,2025-05-04 13:37:17,low-trust-med-accuracy-s2,"100","3","5","1","small_world","75","low-trust-med-accuracy-s2","0","2.5","3","8","3","8","3","8","5","5","1","-3","3","6","1","0.7","-4","4","4","1","0.5","1","5","1","0.6","4","0.1","3","0.1",5.72589813946061,1.0512417606568478,4.140275205568895,0.49475321837183023,0.45387621603963685,0.004419291079099561,0.4190196667085784
43,run_1746380237,2025-05-04 13:37:17,low-trust-med-accuracy-s2,"100","3","5","1","small_world","75","low-trust-med-accuracy-s2","0","2.5","3","8","3","8","3","8","5","5","1","-3","3","6","1","0.7","-4","4","4","1","0.5","1","5","1","0.6","4","0.1","3","0.1",5.72589813946061,1.0512417606568478,4.140275205568895,0.49482158913965146,0.45387621603963685,0.004419291079099561,0.4190196667085784
44,run_1746380237,2025-05-04 13:37:17,low-trust-med-accuracy-s2,"100","3","5","1","small_world","75","low-trust-med-accuracy-s2","0","2.5","3","8","3","8","3","8","5","5","1","-3","3","6","1","0.7","-4","4","4","1","0.5","1","5","1","0.6","4","0.1","3","0.1",5.72589813946061,1.0512417606568478,4.140275205568895,0.4948896662998154,0.45387621603963685,0.004419291079099561,0.4190196667085784
45,run_1746380237,2025-05-04 13:37:17,low-trust-med-accuracy-s2,"100","3","5","1","small_world","75","low-trust-med-accuracy-s2","0","2.5","3","8","3","8","3","8","5","5","1","-3","3","6","1","0.7","-4","4","4","1","0.5","1","5","1","0.6","4","0.1","3","0.1",5.72589813946061,1.0512417606568478,4.140275205568895,0.4949574198767081,0.45387621603963685,0.004419291079099561,0.4190196667085784
46,run_1746380237,2025-05-04 13:37:17,low-trust-med-accuracy-s2,"100","3","5","1","small_world","75","low-trust-med-accuracy-s2","0","2.5","3","8","3","8","3","8","5","5","1","-3","3","6","1","0.7","-4","4","4","1","0.5","1","5","1","0.6","4","0.1","3","0.1",5.72589813946061,1.0512417606568478,4.140275205568895,0.49502482220815486,0.45387621603963685,0.004419291079099561,0.4190196667085784
47,run_1746380237,2025-05-04 13:37:17,low-trust-med-accuracy-s2,"100","3","5","1","small_world","75","low-trust-med-accuracy-s2","0","2.5","3","8","3","8","3","8","5","5","1","-3","3","6","1","0.7","-4","4","4","1","0.5","1","5","1","0.6","4","0.1","3","0.1",5.72589813946061,1.0512417606568478,4.140275205568895,0.4950918477066096,0.45387621603963685,0.004419291079099561,0.4190196667085784
48,run_1746380237,2025-05-04 13:37:17,low-trust-med-accuracy-s2,"100","3","5","1","small_world","75","low-trust-med-accuracy-s2","0","2.5","3","8","3","8","3","8","5","5","1","-3","3","6","1","0.7","-4","4","4","1","0.5","1","5","1","0.6","4","0.1","3","0.1",5.72589813946061,1.0512417606568478,4.140275205568895,0.49515847266584784,0.45387621603963685,0.004419291079099561,0.4190196667085784
49,run_1746380237,2025-05-04 13:37:17,low-trust-med-accuracy-s2,"100","3","5","1","small_world","75","low-trust-med-accuracy-s2","0","2.5","3","8","3","8","3","8","5","5","1","-3","3","6","1","0.7","-4","4","4","1","0.5","1","5","1","0.6","4","0.1","3","0.1",5.72589813946061,1.0512417606568478,4.140275205568895,0.4952246751036421,0.45387621603963685,0.004419291079099561,0.4190196667085784
50,run_1746380237,2025-05-04 13:37:17,low-trust-med-accuracy-s2,"100","3","5","1","small_world","75","low-trust-med-accuracy-s2","0","2.5","3","8","3","8","3","8","5","5","1","-3","3","6","1","0.7","-4","4","4","1","0.5","1","5","1","0.6","4","0.1","3","0.1",5.72589813946061,1.0512417606568478,4.140275205568895,0.49529043463274997,0.45387621603963685,0.004419291079099561,0.4190196667085784
51,run_1746380237,2025-05-04 13:37:17,low-trust-med-accuracy-s2,"100","3","5","1","small_world","75","low-trust-med-accuracy-s2","0","2.5","3","8","3","8","3","8","5","5","1","-3","3","6","1","0.7","-4","4","4","1","0.5","1","5","1","0.6","4","0.1","3","0.1",5.72589813946061,1.0512417606568478,4.140275205568895,0.4953557323540602,0.45387621603963685,0.004419291079099561,0.4190196667085784
52,run_1746380237,2025-05-04 13:37:17,low-trust-med-accuracy-s2,"100","3","5","1","small_world","75","low-trust-med-accuracy-s2","0","2.5","3","8","3","8","3","8","5","5","1","-3","3","6","1","0.7","-4","4","4","1","0.5","1","5","1","0.6","4","0.1","3","0.1",5.72589813946061,1.0512417606568478,4.140275205568895,0.49542055076698105,0.45387621603963685,0.004419291079099561,0.4190196667085784
53,run_1746380237,2025-05-04 13:37:17,low-trust-med-accuracy-s2,"100","3","5","1","small_world","75","low-trust-med-accuracy-s2","0","2.5","3","8","3","8","3","8","5","5","1","-3","3","6","1","0.7","-4","4","4","1","0.5","1","5","1","0.6","4","0.1","3","0.1",5.72589813946061,1.0512417606568478,4.140275205568895,0.4954848736931566,0.45387621603963685,0.004419291079099561,0.4190196667085784
54,run_1746380237,2025-05-04 13:37:17,low-trust-med-accuracy-s2,"100","3","5","1","small_world","75","low-trust-med-accuracy-s2","0","2.5","3","8","3","8","3","8","5","5","1","-3","3","6","1","0.7","-4","4","4","1","0.5","1","5","1","0.6","4","0.1","3","0.1",5.72589813946061,1.0512417606568478,4.140275205568895,0.49554868621041204,0.45387621603963685,0.004419291079099561,0.4190196667085784
55,run_1746380237,2025-05-04 13:37:17,low-trust-med-accuracy-s2,"100","3","5","1","small_world","75","low-trust-med-accuracy-s2","0","2.5","3","8","3","8","3","8","5","5","1","-3","3","6","1","0.7","-4","4","4","1","0.5","1","5","1","0.6","4","0.1","3","0.1",5.72589813946061,1.0512417606568478,4.140275205568895,0.49561197459449813,0.45387621603963685,0.004419291079099561,0.4190196667085784
56,run_1746380237,2025-05-04 13:37:17,low-trust-med-accuracy-s2,"100","3","5","1","small_world","75","low-trust-med-accuracy-s2","0","2.5","3","8","3","8","3","8","5","5","1","-3","3","6","1","0.7","-4","4","4","1","0.5","1","5","1","0.6","4","0.1","3","0.1",5.72589813946061,1.0512417606568478,4.140275205568895,0.4956747262667293,0.45387621603963685,0.004419291079099561,0.4190196667085784
57,run_1746380237,2025-05-04 13:37:17,low-trust-med-accuracy-s2,"100","3","5","1","small_world","75","low-trust-med-accuracy-s2","0","2.5","3","8","3","8","3","8","5","5","1","-3","3","6","1","0.7","-4","4","4","1","0.5","1","5","1","0.6","4","0.1","3","0.1",5.72589813946061,1.0512417606568478,4.140275205568895,0.4957369297460452,0.45387621603963685,0.004419291079099561,0.4190196667085784
58,run_1746380237,2025-05-04 13:37:17,low-trust-med-accuracy-s2,"100","3","5","1","small_world","75","low-trust-med-accuracy-s2","0","2.5","3","8","3","8","3","8","5","5","1","-3","3","6","1","0.7","-4","4","4","1","0.5","1","5","1","0.6","4","0.1","3","0.1",5.72589813946061,1.0512417606568478,4.140275205568895,0.49579857460437005,0.45387621603963685,0.004419291079099561,0.4190196667085784
59,run_1746380237,2025-05-04 13:37:17,low-trust-med-accuracy-s2,"100","3","5","1","small_world","75","low-trust-med-accuracy-s2","0","2.5","3","8","3","8","3","8","5","5","1","-3","3","6","1","0.7","-4","4","4","1","0.5","1","5","1","0.6","4","0.1","3","0.1",5.72589813946061,1.0512417606568478,4.140275205568895,0.49585965142441635,0.45387621603963685,0.004419291079099561,0.4190196667085784
60,run_1746380237,2025-05-04 13:37:17,low-trust-med-accuracy-s2,"100","3","5","1","small_world","75","low-trust-med-accuracy-s2","0","2.5","3","8","3","8","3","8","5","5","1","-3","3","6","1","0.7","-4","4","4","1","0.5","1","5","1","0.6","4","0.1","3","0.1",5.72589813946061,1.0512417606568478,4.124468076832736,0.4955320119749982,0.45387621603963685,0.004419291079099561,0.41657677227136874
61,run_1746380237,2025-05-04 13:37:17,low-trust-med-accuracy-s2,"100","3","5","1","small_world","75","low-trust-med-accuracy-s2","0","2.5","3","8","3","8","3","8","5","5","1","-3","3","6","1","0.7","-4","4","4","1","0.5","1","5","1","0.6","4","0.1","3","0.1",5.72589813946061,1.0512417606568478,4.124468076832736,0.4956046165560204,0.45387621603963685,0.004419291079099561,0.41657677227136874
62,run_1746380237,2025-05-04 13:37:17,low-trust-med-accuracy-s2,"100","3","5","1","small_world","75","low-trust-med-accuracy-s2","0","2.5","3","8","3","8","3","8","5","5","1","-3","3","6","1","0.7","-4","4","4","1","0.5","1","5","1","0.6","4","0.1","3","0.1",5.72589813946061,1.0512417606568478,4.124468076832736,0.49567392403245336,0.45387621603963685,0.004419291079099561,0.41657677227136874
63,run_1746380237,2025-05-04 13:37:17,low-trust-med-accuracy-s2,"100","3","5","1","small_world","75","low-trust-med-accuracy-s2","0","2.5","3","8","3","8","3","8","5","5","1","-3","3","6","1","0.7","-4","4","4","1","0.5","1","5","1","0.6","4","0.1","3","0.1",5.72589813946061,1.0512417606568478,4.124468076832736,0.49574039888410815,0.45387621603963685,0.004419291079099561,0.41657677227136874
64,run_1746380237,2025-05-04 13:37:17,low-trust-med-accuracy-s2,"100","3","5","1","small_world","75","low-trust-med-accuracy-s2","0","2.5","3","8","3","8","3","8","5","5","1","-3","3","6","1","0.7","-4","4","4","1","0.5","1","5","1","0.6","4","0.1","3","0.1",5.72589813946061,1.0512417606568478,4.124468076832736,0.49580442904305394,0.45387621603963685,0.004419291079099561,0.41657677227136874
65,run_1746380237,2025-05-04 13:37:17,low-trust-med-accuracy-s2,"100","3","5","1","small_world","75","low-trust-med-accuracy-s2","0","2.5","3","8","3","8","3","8","5","5","1","-3","3","6","1","0.7","-4","4","4","1","0.5","1","5","1","0.6","4","0.1","3","0.1",5.72589813946061,1.0512417606568478,4.124468076832736,0.49586633829524523,0.45387621603963685,0.004419291079099561,0.41657677227136874
66,run_1746380237,2025-05-04 13:37:17,low-trust-med-accuracy-s2,"100","3","5","1","small_world","75","low-trust-med-accuracy-s2","0","2.5","3","8","3","8","3","8","5","5","1","-3","3","6","1","0.7","-4","4","4","1","0.5","1","5","1","0.6","4","0.1","3","0.1",5.72589813946061,1.0512417606568478,4.124468076832736,0.49592639670537586,0.45387621603963685,0.004419291079099561,0.41657677227136874
67,run_1746380237,2025-05-04 13:37:17,low-trust-med-accuracy-s2,"100","3","5","1","small_world","75","low-trust-med-accuracy-s2","0","2.5","3","8","3","8","3","8","5","5","1","-3","3","6","1","0.7","-4","4","4","1","0.5","1","5","1","0.6","4","0.1","3","0.1",5.72589813946061,1.0512417606568478,4.124468076832736,0.4959848293776716,0.45387621603963685,0.004419291079099561,0.41657677227136874
68,run_1746380237,2025-05-04 13:37:17,low-trust-med-accuracy-s2,"100","3","5","1","small_world","75","low-trust-med-accuracy-s2","0","2.5","3","8","3","8","3","8","5","5","1","-3","3","6","1","0.7","-4","4","4","1","0.5","1","5","1","0.6","4","0.1","3","0.1",5.72589813946061,1.0512417606568478,4.124468076832736,0.49604182381598605,0.45387621603963685,0.004419291079099561,0.41657677227136874
69,run_1746380237,2025-05-04 13:37:17,low-trust-med-accuracy-s2,"100","3","5","1","small_world","75","low-trust-med-accuracy-s2","0","2.5","3","8","3","8","3","8","5","5","1","-3","3","6","1","0.7","-4","4","4","1","0.5","1","5","1","0.6","4","0.1","3","0.1",5.72589813946061,1.0512417606568478,4.124468076832736,0.4960975361050043,0.45387621603963685,0.004419291079099561,0.41657677227136874
70,run_1746380237,2025-05-04 13:37:17,low-trust-med-accuracy-s2,"100","3","5","1","small_world","75","low-trust-med-accuracy-s2","0","2.5","3","8","3","8","3","8","5","5","1","-3","3","6","1","0.7","-4","4","4","1","0.5","1","5","1","0.6","4","0.1","3","0.1",5.72589813946061,1.0512417606568478,4.124468076832736,0.4961520960993624,0.45387621603963685,0.004419291079099561,0.41657677227136874
71,run_1746380237,2025-05-04 13:37:17,low-trust-med-accuracy-s2,"100","3","5","1","small_world","75","low-trust-med-accuracy-s2","0","2.5","3","8","3","8","3","8","5","5","1","-3","3","6","1","0.7","-4","4","4","1","0.5","1","5","1","0.6","4","0.1","3","0.1",5.72589813946061,1.0512417606568478,4.124468076832736,0.49620561177801065,0.45387621603963685,0.004419291079099561,0.41657677227136874
72,run_1746380237,2025-05-04 13:37:17,low-trust-med-accuracy-s2,"100","3","5","1","small_world","75","low-trust-med-accuracy-s2","0","2.5","3","8","3","8","3","8","5","5","1","-3","3","6","1","0.7","-4","4","4","1","0.5","1","5","1","0.6","4","0.1","3","0.1",5.72589813946061,1.0512417606568478,4.124468076832736,0.49625817289632207,0.45387621603963685,0.004419291079099561,0.41657677227136874
73,run_1746380237,2025-05-04 13:37:17,low-trust-med-accuracy-s2,"100","3","5","1","small_world","75","low-trust-med-accuracy-s2","0","2.5","3","8","3","8","3","8","5","5","1","-3","3","6","1","0.7","-4","4","4","1","0.5","1","5","1","0.6","4","0.1","3","0.1",5.72589813946061,1.0512417606568478,4.124468076832736,0.4963098540475265,0.45387621603963685,0.004419291079099561,0.41657677227136874
74,run_1746380237,2025-05-04 13:37:17,low-trust-med-accuracy-s2,"100","3","5","1","small_world","75","low-trust-med-accuracy-s2","0","2.5","3","8","3","8","3","8","5","5","1","-3","3","6","1","0.7","-4","4","4","1","0.5","1","5","1","0.6","4","0.1","3","0.1",5.72589813946061,1.0512417606568478,4.124468076832736,0.49636071722744,0.45387621603963685,0.004419291079099561,0.41657677227136874
